EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
263303671,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263303809,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263303854,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263303932,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263304198,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263304368,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263304436,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263304533,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263304688,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263308415,PINEDALE SOCCER ASSOCIATION,T4,Independent,C1000,ProductDev,Association,1,0,N,5000,1
263308503,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263308743,RONALD REAGAN HIGH SCHOOL ARMY JROTC BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263309402,PROFESSIONAL MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263309968,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263312478,GRACE GIVING INTERNATIONAL,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,145564,1
263312955,TAYAN ALLIANCES,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,970099,1
263316317,SADAQAH 4 SURE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263316418,SEATTLE BIOCHAR WORKING GROUP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263317728,ROAD RUNNER ARCHERY CLUB,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,40540,1
263318115,EVAS GRACE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263326238,JIREH LIFELINE COMMUNITY OUTREACH,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263327551,PTA MISSOURI CONGRESS,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
263328526,LASSITER WARE FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263330481,BRIGHT PATH YOUTH FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,18629,1
263331958,LOTUS DHARMA MEDITATION INSTITUTE,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
263333371,E-VAN MINISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
263333542,PROJECT ONE FOUR - A DAVID PRICE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,10478,1
263334652,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263334687,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263334726,ESPERANZA HIGH SCHOOL WOMEN LACROSSE BOOSTER CLUB,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
263335160,SKY INSTITUTE,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,0
263338667,LINSEYS PLACE OF GRACE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263339214,FLATHEAD AREA YOUNG PROFESSIONALS,T4,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
263342886,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263346606,INTERNATIONAL AESTHETICS AND LASER ASSOCIATION INC,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263348020,KINGMAN PRATT AREA ANIMAL RESPONSE TEAM ASSOCIATION,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
263360876,CALIFORNIA GREYHOUND ADOPTION PROMOTION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263363656,SOUTHERN CALIFORNIA GREYHOUND ADOPTION LEGION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263367009,LAKELAND HANGAR INC,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263367814,BOWIE FFA ALUMNI,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
263367854,ASCENDING THE GIANTS INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263368081,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263370520,DILLARD HIGH SCHOOL PANTHER BAND BOOSTER INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263374091,EDUCATION & SOCIAL ADVANCEMENT GROUP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263374121,BANDS AGAINST BREAST CANCER INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263374413,ROTARY INTERNATIONAL,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263378291,JOSEPH LEWICKI FOUNDATION,T3,Independent,C1000,Preservation,Co-operative,1,0,N,5000,1
263378690,INITIATIVE FOR DIVERSITY GOVERNING COUNCIL,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,58535,1
263381641,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
263385413,4 H CLUBS & AFFILITATED 4 H,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,20992,0
263389410,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263392142,TREASURE COAST DOWN SYNDROME AWARENESS GROUP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263396306,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263400113,ICE AGE FLOODS INSTITUTE,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
263400183,ICE AGE FLOODS INSTITUTE,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
263400236,ICE AGE FLOODS INSTITUTE,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
263403529,FAMILY TO FAMILY ASSISTANCE FUND,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263406253,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263410235,DEPARTMENT OF ALABAMA AUXILIARY TO THE VFW OF THE U S,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263414046,HOME SAFE MISSOULA INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263419607,COPPER CREEK RANCH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263426245,CAAM-D CARE FACILITIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263428470,ART ANGELS FOR KIDS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
263439946,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263439974,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263439978,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263440002,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263440468,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263456170,NATIONAL FAMILY DEVELOPMENT INSTITUTE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263458174,KIWANIS INTERNATIONAL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263459706,TOUGALOO COLLEGE DFW ALUMNI CHAPTER,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
263461567,CITIZENS LOOKING AT IMPACTS OF MINING,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263468576,DALLAS DEUCES LACROSSE ORGANIZATION INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,14672,1
263473755,SPEECH PATHOLOGY GROUP CHILDRENS SERVICES INTERNATIONAL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263474028,RE-LIFE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263478706,FUTURE FARMERS OF AMERICA AND ITS STATE ASSOCIATIONS & LOCAL CHAPTER,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
263480204,IMMANUEL SOBRIETY,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,8278,0
263482730,LTF MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34582,1
263482928,OPEN DOOR PROJECT UGANDA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263484075,NATIONAL ASSOCIATION OF TEACHERS OF SINGING INC,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
263485378,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
263487381,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263487407,NATIONAL RURAL LETTER CARRIERS ASSOCIATION,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
263490133,GCKR INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263490241,MAT SU SERTOMA CLUB,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,10674,0
263491996,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,15849,0
263492173,THE REFUGE EVANGELISTIC MINISTRY,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,5000,1
263497735,K Y SPORTS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
263499295,WASHINGTON SOCIETY OF PROFESSIONAL ENGINEERS,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,0
263499895,CARTER HIGH SCHOOL BAND BOOSTERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263499905,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263501928,PARK HILL EARLY CHILDHOOD EDUCATION CENTER PTA,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
263507343,CLEAN TECH OPEN,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,857973,1
263510958,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
263514324,OPENING DOORS INTERNATIONAL SERVICES INC,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,23256,1
263517240,ARCO ELEMENTARY PTA,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
263519060,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263519614,VETERANS OF VIETNAM MC HQ,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263521014,TENNIS NASHVILLE INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
263523090,VFW AUXILIARY DEPARTMENT OF MISSISSIPPI,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263526234,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263529292,HANDMADE ESPECIALLY FOR YOU,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263529730,WHATCOM EDUCATION SPAY AND NEUTER IMPACT PROGRAM,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,84256,1
263532498,CORAL ACADEMY OF SCIENCE LAS VEGAS PTO,T3,Independent,C2000,Preservation,Association,1,25000-99999,N,10002,0
263533892,ANOTHER CHOICE VIRTUAL CHARTER SCHOOL,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,889442,0
263534005,SIGMA ALPHA OMEGA CHRISTIAN SORORITY INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
263542835,INSTITUTE FOR EVIDENCE-BASED CHANGE,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,838246,1
263545566,QUOTA CLUB INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
263545925,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263547740,BICYCLE COOPERATIVE OF FORT COLLINS INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,769233,1
263550336,CENTENNIAL BASS CLUB OF NORTHERN COLORADO,T4,Independent,C3000,ProductDev,Association,1,0,N,5000,1
263551377,HEALTH OUTREACH FOR LATIN AMERICA FOUNDATION,T3,Independent,C1000,Heathcare,Trust,1,0,N,5000,1
263556892,STREAMS OF HOPE FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263561170,PENNIES FOR POOCHES CURRY COUNTY ANIMAL SHELTER NONPROFIT,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,165889,0
263561486,IGLESIA CANAAN DEFESORES DE LA FE CRISTIANA INC,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
263564849,NORTHEAST HOUSTON AQUATICS BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263568311,NO STONES MINISTRIES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263568515,I M PERFECT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263574496,HARVEY MITCHELL ELEMENTARY PARENT TEACHER ORGANIZATION,T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
263575257,NATIONAL KITCHEN & BATH ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
263585314,PARTNERS IN LITERACY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263588663,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263593103,VALLEJO-FAIRFIELD ALUMNI CHAPTER KAPPA ALPHA PSI FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263600888,HOSPITALITY ASSOCIATES OF OCEAN SHORES INC,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263601031,INTERNATIONAL GYMNASTICS BOOSTER CLUB INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263601256,SHOSHIN RYU OF ARIZONIA,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
263601270,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263602066,MIDPENINSULA REGIONAL OPEN SPACE DISTRICT FIELD EMPLOYEES CORPORATI,T5,Independent,C3000,ProductDev,Trust,1,0,N,5000,1
263607856,COMMEMORATIVE AIR FORCE,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
263611855,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
263613226,US SCOUTING SERVICE PROJECT INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263615092,SILOAM SPRINGS REGIONAL HEALTH COOPERATIVE INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,138625,0
263615967,DOLCE CANTO INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,41989,0
263620235,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
263621480,STEWARTSVILLE C-II ELEMENTARY PTO,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
263622049,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
263625203,DYNAMIC GLOBAL MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
263626387,FORT-BEND EDUCATION CENTER & AFTER SCHOOL PROGRAM,T3,Independent,C2100,Preservation,Trust,1,0,N,5000,1
263630776,KIWANIS INTERNATIONAL INC,T4,CompanySponsored,C1300,ProductDev,Association,1,0,N,5000,0
263632622,LIFEMESSAGE INTERNATIONAL INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
263638928,ACUSN-THE ARIZONA COLLEGE AND UNIVERSITY STUDENT NETWORK,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263639961,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263642574,ATLANTA OLE MISS ALUMNI ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263642627,NATIONAL SPEAKERS ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,0
263642668,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
263645192,SONSHINE HARVEST INTERNATIONAL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263645712,MONTESSORI ADMINISTRATORS ASSOCIATION INC,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,54668,0
263648017,HANCOCK RESOURCE CENTER,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,229679,1
263650360,HE LOVES PEOPLE - HELP - MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263654436,MENDING LIMBS ORGANIZATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263656362,PREVENT CRUELTY TO ANIMALS,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,155481,1
263658439,EDUCATION THROUGH ENTERTAINMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263660789,VAJRAPANI KADAMPA BUDDHIST CENTER,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,261414,1
263660826,ROMANCE WRITERS OF AMERICA INCORPORTED,T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
263661753,KOSS MUSIC AND CULTURAL ARTS INSTITUTE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263663486,BOULDER HIGH SCHOOL MUSIC PARENTS ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,90624,0
263664715,CASCADIA PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263664845,VERITAS EVANGELICAL SEMINARY INC,T3,Independent,C7000,Preservation,Trust,1,100000-499999,N,77369,1
263667215,PEARLAND LADY OILER GOLF BOOSTER CLUB,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
263667259,REFLECTIONS MINISTRIES,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,189080,1
263668212,LOUISIANA 4-H FOUNDATION,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
263669520,PSHS WILDCAT BATTALION JROTC BOOSTER CLUB,T3,Independent,C1200,Preservation,Association,1,0,N,5000,0
263672376,SIGMA GAMMA RHO SOROITY INC,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263675933,DEPARTMENT OF KANSAS LADIES AUXILIARY TO THE VFW OF THE US INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263678335,CALIFORNIA ASSOCIATION OF YOUTH COURTS INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,58368,1
263679486,TEXAS ACADEMY OF ANESTHESIOLOGIST ASSISTANTS,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263679820,BUILDING EDUCATION RESOURCES TOGETHER NOW 4 OUR CHILDRENS TOMOR,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263680376,CASTLE ROCK FASTPITCH SOFTBALL ASSOCIATION,T3,Independent,C1000,ProductDev,Trust,1,10000-24999,N,5969,1
263681326,TEXAS COASTAL VOLLEYBALL ASSOCIATION,T3,Independent,C2100,Preservation,Trust,1,100000-499999,N,5000,0
263683007,SERVANTS HEART MINISTRY CORPORATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,94597,1
263684872,TEMPLE RIDERS ASSOCIATION LLC,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263687600,MIRAMAR HOMEOWNERS ASSOCIATION,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
263688749,RURAL COMMUNITIES EMPOWERMENT COALITION INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263690023,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263690240,STEWARDS OF INDIGENOUS RESOURCES ENDOWMENT,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,35734,1
263693408,ROMANCE SLAM JAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263694414,42 SAMAJ OF GREATER KANSAS CITY INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263695288,WOMENS COUNCIL OF REALTORS SANTA FE,T6,Independent,C1000,ProductDev,Association,1,0,N,5000,1
263695336,PARADISE OF SAMOA,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263698824,BOULDER CITY RENAISSANCE FAIRE FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263701180,ALABAMA TREASURE FOREST ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
263701284,ALABAMA TREASURE FOREST ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
263701345,ALABAMA TREASURE FOREST ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
263701402,ALABAMA TREASURE FOREST ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
263701473,ALABAMA TREASURE FOREST ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
263702397,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263703060,A DAY IN THE LIFE PROJECT INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
263708716,HIGH ORDER OF OWL TAILGATING SOCIETY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
263709234,CHEHALEM ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263713433,T 30 30 HEALTH INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263718392,ADULT LEARNING CENTER,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,40551,1
263719537,CRCR INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263720306,TANGI HUMANE SOCIETY,T3,Independent,C1240,Preservation,Trust,1,0,N,5000,1
263724660,HUSKY PLAYERS BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263725243,BARRELS OF LOVE INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263725906,HOPE ENCOURAGEMENT LOVE PEACE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263726529,RIVERTON RAIDERS LEGION BASEBALL INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
263726847,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263727038,VFW AUXILIARY DEPARTMENT OF OKLAHOMA INC,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263728261,DYLAN HOPE & STRENGTH FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263729565,OUTDOOR EXPERIENCE INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,19921,1
263736235,ST PATRICKS FC INC,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,5000,1
263736788,CCC FITNESS CENTER LLC,T7,Independent,C1000,ProductDev,Trust,1,1-9999,N,11606,1
263737481,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263739027,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263741809,FBI NATIONAL CITIZENS ACADEMY ALUMNI ASSOCIATION INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
263743111,HUMS - UPLIFTING HEARTS MINDS SOULS CORP,T3,Independent,C1000,CommunityServ,Trust,1,0,N,5000,1
263751094,OJO CALIENTE RESTORATION SOCIETY,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
263754818,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263764185,INSPIRING ACHIEVEMENT SERVICE PHILANTROPHY INQUIRY RESPONSIVENES,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263765377,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
263767953,GEORGIA JUNIOR HIGH POWER RIFLE TEAM INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
263776673,TAYLOR COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
263777131,SUCCESS FOR OUR KIDS SOKS SUMMER ENRICHMENT CAMP INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
263779263,PAWNEE COUNTY HOME HEALTH CARE INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,0
263780932,CHANGING OUR PARENTING EXPERIENCE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,199486,1
263781701,EDMONDS WOODWAY HIGH SCHOOL ATHLETIC BOOSTER CLUB,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,89781,0
263782663,EARLY SITES RESEARCH SOCIETY INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
263783048,IDAHO FREEDOM FOUNDATION INC,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,797943,1
263784650,LEGEND HIGH SCHOOL BAND BOOSTERS,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,36734,0
263785995,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,25000-99999,N,5000,0
263786206,DEPARTMENT OF WYOMING VFW AUXILIARY,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
263789328,ANIMAL ADVOCATES OF NORTH TEXAS,T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
263792103,COMPASSION OF JESUS CHRIST M MINISTRIES INC,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
263793995,SOUTHEASTERN AGILITY,T4,Independent,C3000,ProductDev,Association,1,25000-99999,N,20150,0
263795501,BUFFALO DEVELOPMENT ASSOCIATION,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,33420,1
263795682,SOUTHEAST TASBO,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
